3 68 369
0 0 0
0 0 1
0 1 0
0 1 1
1 0 0
1 0 1
1 1 0
1 1 1
0.9329799516798315 0.43615863772859453 0.7129892066918021
0.082770919530365306 0.59865380299537863 0.95381183790329704
0.27331254020127005 0.10654685352797877 0.11377435664859548
0.50731686137748899 0.92105113308387443 0.31032649722654004
0.2905094909379583 0.55104059542511463 0.43384410453667555
0.11737293678467964 0.60856632448950465 0.5795976270895683
0.69176842151637263 0.27328943464775046 0.91566909588161738
0.41916909036404493 0.10223002964007 0.23948625089829578
0.082156251137077141 0.22948254747488228 0.33453452106510251
0.96426197947702408 0.19281474975053114 0.33519913290806991
0.02981266927474846 0.22172735487383333 0.44196446071132744
0.48901633125526056 0.85626592092082143 0.32343800670620371
0.84910941913264992 0.55064402547101643 0.55527049022516506
0.89149896589182376 0.10800654851590208 0.87844833719962623
0.073891843484584441 0.59300315973443374 0.25329616931611953
0.30692287422491515 0.016901477418651889 0.55858959598851043
0.28616075949722242 0.54365687693750875 0.70309369981975012
0.29352464278782908 0.56911609410934938 0.70646343428843861
0.088156992173528459 0.141870911620673 0.87657412115949329
0.70733142795735526 0.57720114797844924 0.075539815334200955
0.40006637082414886 0.32147741910832817 0.35547833235594439
0.13165785174792444 0.21029938374365398 0.69827783518295472
0.97480919347822614 0.10856623194080961 0.59689639906792813
0.79194316190971636 0.4301300668570045 0.19279743965510665
0.12521079356647102 0.56358919136878627 0.31471028433829751
0.97833860996126687 0.4831615321863546 0.18230252766538357
0.20427355313606432 0.76091816931803713 0.63686582974133021
0.11366536673154526 0.0611611063520483 0.16709256806304806
0.90841048612509701 0.53488143098900376 0.015522746385250641
0.87519711203889472 0.78082481678542404 0.61436990881227704
0.02146356236988245 0.27467377055606601 0.39902159639655699
0.65455762664959549 0.52797882235605598 0.88895890198569028
0.64546372598777679 0.0073964803128616641 0.57097417922328053
0.19683144195722146 0.93022476796088782 0.61645369617623313
0.32851973377845112 0.57210823994664228 0.0022210801953436166
0.87571021383333703 0.77670882163346266 0.38318622328172491
0.28296155036352466 0.56035674556530701 0.81208364786942089
0.51405357915104821 0.24423788240485966 0.37658842245082313
0.46489002560556436 0.92667981130817134 0.62296455412399077
0.30136374975989644 0.58354995932823439 0.11802092381490448
0.7201293310035124 0.11835851458842839 0.53567695272116489
0.42306578364655512 0.91229908587277098 0.32210209494087561
0.92939156372098608 0.80942453347546606 0.22957370933653698
0.010242680933822856 0.89335247555921737 0.27467918535777225
0.44003229563272173 0.59178383330485462 0.24378166190811656
0.7909779404402737 0.47350077219927555 0.84845502080922242
0.88610143758832749 0.53609946988800428 0.33253598334103807
0.69725623206007692 0.38259159778611185 0.1556385845681636
0.26811055351108182 0.9305099500422751 0.86274820687542553
0.15540220224066514 0.012312812059632972 0.4312922610828761
0.042636458083351592 0.86652454019978564 0.2739416770584
0.051401919238169502 0.98276829413258682 0.10018371116595803
0.62231132636376818 0.048425282632882372 0.84203422465846578
0.87128520203587545 0.62076152545387175 0.03634441255877352
0.56789800733125106 0.96514086525297527 0.2214444439608334
0.76407048626883645 0.77662291063041788 0.054051923551441283
0.82542918151474254 0.9265949508905631 0.1762177725284586
0.75542532385798389 0.4339216102922302 0.44124561537673224
0.31596188276644199 0.71697312205865871 0.056397980787942781
0.67018930425176571 0.96316396376851343 0.57592382526295083
60 14 5 1
60 21 14 5
60 40 5 1
60 21 40 5
35 15 57 0
35 18 57 0
35 18 16 57
35 38 16 0
35 38 18 0
35 38 18 16
35 42 22 0
35 16 22 0
10 42 4 0
10 15 4 0
10 35 42 0
10 35 15 0
10 55 42 4
10 15 55 4
10 15 55 42
10 47 42 22
10 35 42 22
10 47 16 22
10 35 16 22
10 15 16 57
10 35 16 57
10 35 15 57
28 15 55 42
28 55 52 42
28 47 52 42
28 10 47 42
28 10 15 42
28 10 47 16
28 10 15 16
28 55 45 52
28 15 55 45
28 47 52 12
28 15 16 57
28 32 16 12
28 32 47 12
28 32 47 16
28 16 57 23
28 15 57 23
28 15 45 23
28 29 18 12
28 29 24 12
28 29 24 45
28 29 45 23
28 38 16 12
28 38 18 12
28 38 18 16
28 18 16 23
28 29 18 23
19 66 52 62
19 49 66 62
19 49 66 52
19 52 63 62
19 64 63 62
19 43 64 62
19 43 64 63
19 27 52 63
19 27 43 63
19 27 43 52
19 20 43 67
19 20 46 67
19 49 52 12
19 20 46 12
19 46 34 12
19 49 34 12
19 49 46 34
17 33 31 4
17 30 33 4
17 55 31 4
17 40 48 4
17 30 40 4
17 30 40 48
17 30 8 33
17 15 48 4
17 15 55 4
17 15 45 48
17 15 55 45
61 36 33 31
61 27 36 31
61 36 50 33
61 27 50 63
61 50 63 6
61 36 63 6
61 36 50 6
61 36 63 42
61 27 63 42
61 27 36 42
11 19 49 62
11 46 62 67
11 49 46 62
11 43 62 67
11 19 43 67
11 19 43 62
11 19 46 67
11 19 49 46
54 17 8 33
54 17 20 8
54 17 33 31
54 8 33 37
54 43 33 37
54 20 8 37
54 20 43 37
54 43 50 33
54 61 33 31
54 61 50 33
54 27 43 50
54 27 43 52
54 61 27 31
54 61 27 50
65 17 20 8
65 8 53 48
65 20 8 53
65 30 8 48
65 17 30 48
65 17 30 8
65 54 17 20
65 54 17 31
65 20 53 39
65 17 45 48
65 14 45 39
65 14 45 48
65 14 53 39
65 14 53 48
65 24 45 39
65 28 45 52
65 54 43 52
65 54 20 43
65 17 55 31
65 17 55 45
65 24 25 39
65 20 25 39
65 55 52 31
65 55 45 52
65 27 52 31
65 54 27 31
65 54 27 52
65 28 52 12
65 19 43 52
65 19 20 43
65 24 25 12
65 20 25 12
65 28 24 12
65 28 24 45
65 19 52 12
65 19 20 12
67 3 7 2
67 6 7 2
9 3 7 1
9 5 7 1
42 6 2 4
42 2 4 0
51 3 1 2
51 1 2 0
33 5 7 4
33 6 7 4
40 1 4 0
40 5 1 4
