3 53 269
0 0 0
0 0 1
0 1 0
0 1 1
1 0 0
1 0 1
1 1 0
1 1 1
0.6339687786190128 0.14110148284717539 0.43015034639266192
0.70518783131994434 0.95022533523618713 0.72308995626538075
0.75382095700651042 0.95568920562736692 0.064868786627079733
0.49017025050121066 0.14623862991051051 0.38122967741493374
0.57035647129946987 0.82381500579831268 0.5724016086383259
0.31115645813370152 0.7540137792955951 0.53784172003933484
0.69797634055428293 0.76732655614822209 0.61689684690552138
0.16386666398003691 0.5567387745925898 0.21012902921069287
0.33713130904208199 0.064650989556073624 0.8636857962857778
0.82752325327549126 0.32601596095844099 0.30559320798460432
0.92022905003999744 0.63380369399131531 0.28466216199467742
0.63732893482142228 0.51612995981164544 0.74616605246045753
0.98155167394872556 0.71257218599553118 0.19133683595336981
0.1094371390495108 0.43398398891933765 0.49635639933181197
0.97822669038026822 0.91243169064929741 0.95820795290219007
0.43845261608335095 0.87247475968768018 0.12381112274862671
0.042139259197787049 0.25169098682892799 0.42228601568727486
0.23080722933770004 0.011150859382458966 0.41313976737581526
0.06272857593673542 0.70489670415819328 0.57743726843490295
0.017127208055625842 0.69907317649470779 0.43999942143031445
0.63057075596153334 0.44761563514476854 0.32813859562221315
0.79740173454381902 0.20978590023865118 0.67960768619578549
0.985017363612675 0.77022296439111715 0.087626818824612984
0.72562248854470901 0.22553060048213036 0.49201366273035096
0.11787535050815279 0.67563654276723861 0.73139343561641879
0.1628985863750374 0.95445022762075915 0.035604983155965053
0.92311313240773174 0.09281955265653985 0.48066423190011209
0.85332245603472034 0.14163869797546247 0.83985995323181972
0.038862748569036709 0.50069539841362831 0.92196400617081409
0.23876987970934094 0.43633839787217932 0.26693726564764264
0.99311440017605601 0.73023331102459765 0.18583074818446643
0.44124125246304102 0.51402098448107936 0.80504269007834095
0.25672307870015165 0.30608926842816608 0.1268744022759245
0.44784441122220908 0.77118688412053682 0.90502465654564368
0.73670629405042554 0.36205629768350367 0.12511267843965312
0.12124417231501317 0.47943176201457272 0.54323289210744385
0.39940387830593405 0.77356904757446721 0.1488345358473866
0.32822139522280636 0.754085776971952 0.34136098364893941
0.40769716073828921 0.28476811092275167 0.060928999261735561
0.77497636456656649 0.33963435023286848 0.54896134836941779
0.083080774807643754 0.79036751467786404 0.93927665543579109
0.96878774399164425 0.27342801147620022 0.27710059426713729
0.61782671112394871 0.39016941321589815 0.033608092452076965
0.75053241528233372 0.53248721169337876 0.50325782589308365
0.51500521812329914 0.91788976974587833 0.92123857896573202
51 47 17 49
51 19 47 28
51 47 17 28
51 13 12 28
51 19 13 28
51 19 13 12
45 33 15 27
45 33 13 27
45 23 33 13
45 43 13 27
45 43 15 27
45 43 37 13
45 43 37 15
45 37 13 28
45 13 12 28
45 23 13 12
40 15 2 0
40 46 2 0
40 46 37 15
40 33 15 2
40 46 33 2
40 46 33 15
40 15 24 0
40 37 15 24
40 24 25 0
40 46 25 0
40 37 24 25
40 37 11 25
40 46 11 25
40 46 37 11
29 8 35 34
29 31 8 34
29 31 47 34
29 8 35 16
29 31 8 16
29 47 34 49
29 35 34 49
29 35 47 49
29 31 19 47
29 19 35 16
29 22 35 47
29 22 19 47
29 22 19 35
29 19 39 16
29 31 39 16
29 31 19 39
14 22 38 9
14 22 19 9
14 51 22 19
14 10 9 12
14 38 10 9
14 51 19 12
14 9 41 12
14 19 41 12
14 19 9 41
44 45 33 15
44 45 23 33
44 46 33 15
44 45 37 15
44 23 33 50
44 46 33 50
44 46 37 50
44 46 37 15
44 37 50 28
44 45 37 28
44 23 10 50
44 45 12 28
44 45 23 12
18 14 22 38
18 14 51 22
18 22 38 49
18 14 51 12
18 51 17 49
18 22 47 49
18 51 47 49
18 51 22 47
18 14 10 12
18 14 38 10
18 42 17 49
18 51 17 28
18 51 12 28
18 42 17 28
18 44 12 28
18 42 50 28
18 44 50 28
18 44 10 50
18 23 10 12
18 44 23 12
18 44 23 10
18 10 30 50
18 30 42 50
20 18 42 49
20 18 38 49
20 30 42 49
20 38 30 49
20 18 30 42
20 38 10 30
20 18 10 30
20 18 38 10
25 5 1 4
25 1 4 0
50 6 2 4
50 2 4 0
27 1 2 0
27 3 1 2
41 3 7 1
41 5 7 1
9 3 7 2
9 6 7 2
38 5 7 4
38 6 7 4
