3 60 310
0 0 0
0 0 1
0 1 0
0 1 1
1 0 0
1 0 1
1 1 0
1 1 1
0.029308980712796306 0.14266804976126068 0.69039840040437539
0.51271833031854963 0.66845531140630543 0.46344484014042742
0.51868724088190621 0.62715683931980015 0.90990815198416319
0.74420842479014682 0.69832355940317914 0.83085017948875273
0.98127568541188748 0.60697598072649139 0.19580924965806068
0.02621120590453796 0.70626313803359786 0.11051526435069303
0.64961944782677672 0.29129379882890216 0.97788289992179889
0.13886341687407533 0.97404616703521685 0.9801580239638843
0.6650771216221727 0.96164649671543534 0.71950934744127881
0.070014333223789471 0.14323279243062415 0.40805033975875293
0.24250753279332238 0.33027206077258131 0.2851678190967929
0.46620694723581135 0.73305104817213185 0.40962527343775601
0.012272121245826328 0.134702149251966 0.79955205455756051
0.074342904390913955 0.25492158294242684 0.31156041266790091
0.92748008475978116 0.59970107773042169 0.73456838067754959
0.77513244105513479 0.21402220092622581 0.88990690951957563
0.7818537843784068 0.95208309158720461 0.10898782143017649
0.55477809294321268 0.089327363938992432 0.63397651979224345
0.87113250031071165 0.59956914434287023 0.74752355144237681
0.062685804442678239 0.54027151951549712 0.71734022235416839
0.35909328058245193 0.19978139812487117 0.36799522818681729
0.1878454438723004 0.039361353634334462 0.29174450413357067
0.41275523811947501 0.049899386334135931 0.074562164512067985
0.39832945941705 0.72884855046550834 0.57076431537480576
0.37088567344205459 0.57272503204322411 0.55224083879291541
0.75982753415318494 0.010343229427245748 0.38883620547199582
0.79961473309129738 0.84334801078897326 0.7619443360457463
0.37973879435698044 0.98203631674814762 0.63850210752446734
0.5404286268795564 0.93520722175663429 0.5634061204799522
0.0067272029463767424 0.50819557971951568 0.29790263789933424
0.081984001495465808 0.56023652117418876 0.53100766570943725
0.81892995605953023 0.22445642578055303 0.97359414857865445
0.18730320504652542 0.096971506972245103 0.34114464857851701
0.36059952428857323 0.36334874501345849 0.93485454600271134
0.4059096230396122 0.75015990962007828 0.42504971871982278
0.63061377186582945 0.75494292637329896 0.5546531442000644
0.67879434532163752 0.96627409688573684 0.55294973518733925
0.071167617856961796 0.51600990365610555 0.31721882425183345
0.46118423858187751 0.61992656302346449 0.99102377765208827
0.3646922528555373 0.85821140511488414 0.8035783946463031
0.14837822660779132 0.56203507180650181 0.89296127993047059
0.54296447268707604 0.19797165885641443 0.16010821729858515
0.69670823239197266 0.59341246620296917 0.27264748749196832
0.70339590309359423 0.63709509817765075 0.51893263354645158
0.027445484330197778 0.59518347758829349 0.22604779827618116
0.93421854990937137 0.59340864706385277 0.95610433593654776
0.32127018211704494 0.092192201594048173 0.33559272312842725
0.61548089875413736 0.11147218914886847 0.13335936620335898
0.18652510398623756 0.38070189327755188 0.52412080872962463
0.74917085374601255 0.87858029616553479 0.71901708557720756
0.26874877962640153 0.71513361577022694 0.069036233157094173
0.99907393706943126 0.12541957235826506 0.085388212828185983
51 43 11 10
51 11 26 10
51 10 14 32
51 26 10 14
51 11 26 34
51 43 11 34
51 25 14 32
51 26 34 22
51 26 23 14
51 25 23 14
51 25 28 32
51 26 33 23
51 25 33 23
51 43 34 57
51 33 22 12
51 26 33 22
51 34 22 12
51 43 44 57
51 44 34 12
51 44 34 57
51 44 24 12
49 30 28 54
49 55 30 54
49 33 28 54
49 55 33 54
49 18 30 28
49 55 58 30
49 18 58 30
49 25 33 28
49 58 12 6
49 55 58 4
40 18 28 54
40 18 17 28
40 8 28 54
40 17 8 28
40 18 29 54
40 8 29 54
40 17 8 29
56 37 45 38
56 45 38 32
56 18 45 32
56 18 17 28
56 18 28 32
56 17 8 38
56 17 8 28
56 27 38 32
56 27 8 38
56 27 41 32
56 27 41 8
56 25 28 32
56 25 41 32
56 25 8 28
56 25 41 8
50 51 33 12
50 49 55 33
50 51 25 33
50 49 25 33
50 51 24 12
50 49 58 12
50 51 25 28
50 49 25 28
50 58 24 12
50 19 58 24
50 19 43 24
50 18 19 58
50 49 18 58
50 43 44 24
50 51 44 24
50 51 43 44
50 49 18 28
59 58 6 4
59 49 58 4
59 49 58 6
59 49 12 6
59 12 6 7
59 12 5 7
59 49 55 4
59 33 5 4
59 55 33 4
59 50 49 12
59 50 49 55
59 22 12 5
59 33 22 5
59 33 22 12
59 50 33 12
59 50 55 33
21 40 18 17
21 37 17 0
21 17 29 0
21 40 17 29
21 18 29 0
21 40 18 29
21 37 52 0
21 18 52 0
21 18 37 52
21 18 37 45
21 56 37 45
21 56 18 45
21 56 18 17
21 37 17 38
21 56 17 38
21 56 37 38
9 50 19 43
9 50 51 43
9 51 43 32
9 43 31 32
9 19 43 31
9 18 19 32
9 50 18 19
9 51 28 32
9 50 51 28
9 31 42 32
9 19 42 32
9 19 31 42
9 18 28 32
9 50 18 28
46 5 7 1
46 3 7 1
35 6 7 2
35 3 7 2
33 1 4 0
33 5 1 4
58 2 4 0
58 6 2 4
37 1 2 0
37 3 1 2
59 6 7 4
59 5 7 4
